instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_group
712,2012-12-12,4,1,Desember,0,3,1,2,0.2975,14.8669,0.538333,0.162937,310,5009,5319,Dingin
713,2012-12-13,4,1,Desember,0,4,1,1,0.295833,14.7094,0.485833,0.174129,425,5107,5532,Dingin
714,2012-12-14,4,1,Desember,0,5,1,1,0.281667,14.7096,0.642917,0.131229,429,5182,5611,Dingin
715,2012-12-15,4,1,Desember,0,6,0,1,0.324167,16.91915,0.650417,0.10635,767,4280,5047,Dingin
716,2012-12-16,4,1,Desember,0,0,0,2,0.3625,18.4969,0.83875,0.100742,538,3248,3786,Sejuk
717,2012-12-17,4,1,Desember,0,1,1,2,0.393333,20.075000000000003,0.907083,0.0982583,212,4373,4585,Sejuk
718,2012-12-18,4,1,Desember,0,2,1,1,0.410833,20.485400000000002,0.66625,0.221404,433,5124,5557,Sejuk
719,2012-12-19,4,1,Desember,0,3,1,1,0.3325,17.1081,0.625417,0.184092,333,4934,5267,Dingin
720,2012-12-20,4,1,Desember,0,4,1,2,0.33,16.760849999999998,0.667917,0.132463,314,3814,4128,Dingin
721,2012-12-21,1,1,Desember,0,5,1,2,0.326667,15.08835,0.556667,0.374383,221,3402,3623,Dingin
722,2012-12-22,1,1,Desember,0,6,0,1,0.265833,11.80565,0.44125,0.407346,205,1544,1749,Dingin
723,2012-12-23,1,1,Desember,0,0,0,1,0.245833,12.97355,0.515417,0.133083,408,1379,1787,Dingin
724,2012-12-24,1,1,Desember,0,1,1,2,0.231304,12.945,0.791304,0.0772304,174,746,920,Dingin
725,2012-12-25,1,1,Desember,1,2,0,2,0.291304,14.723249999999998,0.734783,0.168726,440,573,1013,Dingin
726,2012-12-26,1,1,Desember,0,3,1,3,0.243333,11.01665,0.823333,0.316546,9,432,441,Dingin
727,2012-12-27,1,1,Desember,0,4,1,2,0.254167,11.3321,0.652917,0.350133,247,1867,2114,Dingin
728,2012-12-28,1,1,Desember,0,5,1,2,0.253333,12.7523,0.59,0.155471,644,2451,3095,Dingin
729,2012-12-29,1,1,Desember,0,6,0,2,0.253333,12.120000000000001,0.752917,0.124383,159,1182,1341,Dingin
730,2012-12-30,1,1,Desember,0,0,0,1,0.255833,11.584999999999999,0.483333,0.350754,364,1432,1796,Dingin
731,2012-12-31,1,1,Desember,0,1,1,2,0.215833,11.17435,0.5775,0.154846,439,2290,2729,Dingin
